"rank","film_id","title","rental_duration","replacement_cost","rental_rate","breakeven_time_of_rental","rate_of_return","breakeven_day","total_sales_excepted_by_film","total_count_by_film","actor_list"
"468",784,"Shanghai Tycoon",7,"20.99","2.99","7.02","0.14","50","41.86","14","Lucille Tracy, Jodie Degeneres, Nick Stallone, Henry Berry, Ben Willis, Dan Streep, Laura Brody, Julia Fawcett"
"468",900,"Town Ark",6,"17.99","2.99","6.02","0.17","37","41.86","14","Grace Mostel, Val Bolger, Reese Kilmer, Warren Jackman"
"468",478,"Jaws Harry",4,"10.99","2.99","3.68","0.27","15","41.86","14","Helen Voight, Lucille Tracy, Parker Goldberg, Minnie Zellweger, Greta Keitel"
"468",916,"Turn Star",3,"10.99","2.99","3.68","0.27","12","41.86","14","Mae Hoffman, Ellen Presley, Reese West"
"468",536,"Lovely Jingle",3,"18.99","2.99","6.35","0.16","20","41.86","14","Vivien Bergen, Dan Torn, Elvis Marx, Sandra Kilmer, Minnie Kilmer, Mary Keitel"
"468",921,"Uncut Suicides",7,"29.99","2.99","10.03","0.10","71","41.86","14","Ray Johansson, Morgan Hopkins, Jane Jackman, Russell Temple, Harvey Hope, Alan Dreyfuss, Matthew Carrey"
"468",783,"Shane Darkness",5,"22.99","2.99","7.69","0.13","39","41.86","14","Cuba Olivier, Henry Berry, Renee Tracy"
"468",546,"Madre Gables",7,"27.99","2.99","9.36","0.11","66","41.86","14","Tom Miranda, Penelope Pinkett, Daryl Wahlberg, Matthew Carrey"
"468",16,"Alley Evolution",6,"23.99","2.99","8.02","0.12","49","41.86","14","Karl Berry, Jude Cruise, Albert Johansson, Gregory Gooding, John Suvari"
"468",774,"Searchers Wait",3,"22.99","2.99","7.69","0.13","24","41.86","14","Susan Davis, Gina Degeneres, Cate Mcqueen, Rock Dukakis"
"468",24,"Analyze Hoosiers",6,"19.99","2.99","6.69","0.15","41","41.86","14","Tom Mckellen, Tom Miranda, Jessica Bailey, Greta Malden, Ed Guiness"
"468",658,"Paris Weekend",7,"19.99","2.99","6.69","0.15","47","41.86","14","Penelope Pinkett, Henry Berry, Angela Hudson, Liza Bergman, Geoffrey Heston, Jayne Silverstone"
"468",667,"Peach Innocent",3,"20.99","2.99","7.02","0.14","22","41.86","14","Tim Hackman, Milla Peck, Gary Penn, Burt Posey, Groucho Williams"
"468",394,"Hamlet Wisdom",7,"21.99","2.99","7.35","0.14","52","41.86","14","Johnny Cage, Penelope Cronyn, Warren Jackman, Fay Winslet, Christopher West"
"468",793,"Shrunk Divine",6,"14.99","2.99","5.01","0.20","31","41.86","14","Woody Hoffman, Sissy Sobieski, Tom Mckellen, Mary Tandy"
"468",453,"Image Princess",3,"17.99","2.99","6.02","0.17","19","41.86","14","Ed Chase, Zero Cage, Fred Costner, Burt Dukakis, Michelle Mcconaughey, Scarlett Damon, Woody Jolie, Kirsten Akroyd, Ellen Presley, Greta Keitel, Lucille Dee"
"468",756,"Saddle Antitrust",7,"10.99","2.99","3.68","0.27","26","41.86","14","Bob Fawcett, Adam Hopper, Minnie Kilmer"
"487",371,"Gosford Donnie",5,"17.99","4.99","3.61","0.28","19","39.92","8","Angela Hudson, Jada Ryder, Humphrey Garland"
"487",719,"Records Zorro",7,"11.99","4.99","2.40","0.42","17","39.92","8","Jayne Neeson, Ben Willis, Morgan Hopkins, Rita Reynolds, Ewan Gooding, Christopher West, William Hackman, Meryl Allen"
"487",659,"Park Citizen",3,"14.99","4.99","3.00","0.33","9","39.92","8","Groucho Dunst, Penelope Monroe, River Dean, Oprah Kilmer, Al Garland, Michael Bening"
"487",124,"Casper Dragonfly",3,"16.99","4.99","3.40","0.29","11","39.92","8","Helen Voight, Ray Johansson, Ralph Cruz, Ellen Presley, Walter Torn"
"487",47,"Baby Hall",5,"23.99","4.99","4.81","0.21","25","39.92","8","Nick Wahlberg, Matthew Johansson, Charlize Dench, Daryl Wahlberg, Kevin Garland, River Dean, Minnie Kilmer, Vivien Basinger"
"487",384,"Grosse Wonderful",5,"19.99","4.99","4.01","0.25","21","39.92","8","Sean Guiness, Dan Streep, Cuba Allen, Albert Johansson"
"487",817,"Soldiers Evolution",7,"27.99","4.99","5.61","0.18","40","39.92","8","Johnny Lollobrigida, Uma Wood, Cuba Olivier, Judy Dean, Sean Guiness, Russell Bacall, Minnie Kilmer, Ed Guiness, Mary Keitel"
"487",703,"Punk Divorce",6,"18.99","4.99","3.81","0.26","23","39.92","8","Christian Gable, Goldie Brody, Christian Neeson, James Pitt, Harrison Bale, Morgan Williams, Geoffrey Heston"
"495",828,"Spiking Element",7,"12.99","2.99","4.34","0.23","31","38.87","13","Daryl Wahlberg, Susan Davis, Walter Torn, William Hackman, Debbie Akroyd, Burt Temple"
"495",829,"Spinal Rocky",7,"12.99","2.99","4.34","0.23","31","38.87","13","Cameron Streep, Parker Goldberg, Natalie Hopkins, Mary Tandy, Christopher Berry, Chris Bridges, Russell Bacall, Cate Harris"
"495",842,"State Wasteland",4,"13.99","2.99","4.68","0.21","19","38.87","13","Dan Torn, Sandra Kilmer, Penelope Pinkett, Ed Mansfield, Jada Ryder, Meryl Gibson, William Hackman"
"495",573,"Microcosmos Paradise",6,"22.99","2.99","7.69","0.13","47","38.87","13","Helen Voight, Mena Temple, Ellen Presley, Kevin Garland, Greta Malden, Jon Chase"
"495",296,"Express Lonely",5,"23.99","2.99","8.02","0.12","41","38.87","13","Alec Wayne, Parker Goldberg, Rip Winslet, Sean Williams, Minnie Zellweger, Albert Johansson, Olympia Pfeiffer, Gregory Gooding"
"495",540,"Lucky Flying",7,"10.99","2.99","3.68","0.27","26","38.87","13","Nick Wahlberg, Karl Berry, Julia Mcqueen, Parker Goldberg, James Pitt, Kenneth Torn, Jim Mostel, Ewan Gooding, Jada Ryder, Angela Witherspoon"
"495",209,"Darkness War",6,"24.99","2.99","8.36","0.12","51","38.87","13","Gene Willis, Gina Degeneres"
"495",449,"Identity Lover",4,"12.99","2.99","4.34","0.23","18","38.87","13","Sandra Kilmer, Alec Wayne, Liza Bergman, Scarlett Bening"
"495",917,"Tuxedo Mile",3,"24.99","2.99","8.36","0.12","26","38.87","13","Dan Torn, Kirk Jovovich, Morgan Williams"
"495",328,"Forever Candidate",7,"28.99","2.99","9.70","0.10","68","38.87","13","Jada Ryder"
"495",293,"Exorcist Sting",6,"17.99","2.99","6.02","0.17","37","38.87","13","Goldie Brody, Angela Witherspoon, Kim Allen, Vivien Basinger, Gregory Gooding"
"495",660,"Party Knock",7,"11.99","2.99","4.01","0.25","29","38.87","13","River Dean, Chris Depp"
"495",96,"Breaking Home",4,"21.99","2.99","7.35","0.14","30","38.87","13","Grace Mostel, Helen Voight, Woody Hoffman, Carmen Hunt, Frances Tomei, Morgan Williams"
"495",705,"Purple Movie",4,"9.99","2.99","3.34","0.30","14","38.87","13","Tom Mckellen, Frances Day-Lewis, Chris Bridges, Daryl Crawford, Fay Wood, Mena Hopper, Michael Bening, Audrey Bailey"
"509",519,"Liberty Magnificent",3,"27.99","2.99","9.36","0.11","29","35.88","12","Bette Nicholson, Alec Wayne, Christian Neeson, Ben Willis, Greg Chaplin, Will Wilson, Cuba Birch"
"509",576,"Mighty Luck",7,"13.99","2.99","4.68","0.21","33","35.88","12","Julia Barrymore, Mena Temple, Jessica Bailey, Julianne Dench, Whoopi Hurt, River Dean, Russell Close, Bela Walken"
"509",928,"Uptown Young",5,"16.99","2.99","5.68","0.18","29","35.88","12","Zero Cage, Alec Wayne, Tim Hackman, Henry Berry, Mary Tandy, Susan Davis, Alan Dreyfuss"
"509",564,"Massage Image",4,"11.99","2.99","4.01","0.25","17","35.88","12","Kevin Bloom, Rip Crawford, Scarlett Damon, Charlize Dench, Kirsten Akroyd, Cate Mcqueen, Morgan Williams, Kenneth Hoffman, Alan Dreyfuss"
"509",413,"Hedwig Alter",7,"16.99","2.99","5.68","0.18","40","35.88","12","Jayne Neeson, James Pitt, Gene Hopkins, Debbie Akroyd"
"509",3,"Adaptation Holes",7,"18.99","2.99","6.35","0.16","45","35.88","12","Nick Wahlberg, Bob Fawcett, Cameron Streep, Ray Johansson, Julianne Dench"
"509",9,"Alabama Devil",3,"21.99","2.99","7.35","0.14","23","35.88","12","Christian Gable, Elvis Marx, Rip Crawford, Mena Temple, Rip Winslet, Warren Nolte, Greta Keitel, William Hackman, Meryl Allen"
"509",533,"Lost Bird",4,"21.99","2.99","7.35","0.14","30","35.88","12","Kirk Jovovich, Kenneth Torn, Cuba Birch"
"509",80,"Blanket Beverly",7,"21.99","2.99","7.35","0.14","52","35.88","12","Fred Costner, Alan Dreyfuss, Burt Temple, Thora Temple"
"509",825,"Speakeasy Date",6,"22.99","2.99","7.69","0.13","47","35.88","12","Nick Stallone, Kirsten Akroyd, Harvey Hope"
"509",5,"African Egg",6,"22.99","2.99","7.69","0.13","47","35.88","12","Gary Phoenix, Dustin Tautou, Matthew Leigh, Matthew Carrey, Thora Temple"
"509",389,"Gunfighter Mussolini",3,"9.99","2.99","3.34","0.30","11","35.88","12","Audrey Olivier, Judy Dean, Scarlett Damon, Russell Close"
"509",977,"Window Side",3,"25.99","2.99","8.69","0.12","27","35.88","12","Lucille Tracy, Anne Cronyn, Gina Degeneres, William Hackman"
"509",567,"Meet Chocolate",3,"26.99","2.99","9.03","0.11","28","35.88","12","Zero Cage, Tim Hackman, Parker Goldberg, Warren Nolte, Warren Jackman, Groucho Williams"
"523",268,"Early Home",6,"27.99","4.99","5.61","0.18","34","34.93","7","Dan Torn, Mena Temple, Scarlett Damon, Ben Willis, Walter Torn, Morgan Williams"
"523",470,"Ishtar Rocketeer",4,"24.99","4.99","5.01","0.20","21","34.93","7","Kirsten Akroyd, Salma Nolte, Jada Ryder, John Suvari"
"523",779,"Sense Greek",4,"23.99","4.99","4.81","0.21","20","34.93","7","Fred Costner, Audrey Olivier, Jodie Degeneres, Spencer Depp, Al Garland, Olympia Pfeiffer, Renee Ball"
"523",156,"Clerks Angels",3,"15.99","4.99","3.20","0.31","10","34.93","7","Penelope Cronyn, Susan Davis, Adam Hopper, Bela Walken"
"523",289,"Eve Resurrection",5,"25.99","4.99","5.21","0.19","27","34.93","7","Ed Chase, Susan Davis, Scarlett Bening, Kenneth Hoffman, Gene Mckellen, Rock Dukakis"
"523",653,"Panic Club",3,"15.99","4.99","3.20","0.31","10","34.93","7","Cameron Streep, Dan Streep, Harvey Hope"
"523",278,"Elf Murder",4,"19.99","4.99","4.01","0.25","17","34.93","7","Cameron Wray, Warren Nolte, Gene Hopkins, Albert Johansson, Audrey Bailey"
"523",316,"Fire Wolves",5,"18.99","4.99","3.81","0.26","20","34.93","7","Johnny Lollobrigida, Christian Akroyd, Woody Jolie, Renee Tracy, River Dean"
"523",182,"Control Anthem",7,"9.99","4.99","2.00","0.50","14","34.93","7","Bob Fawcett, Audrey Olivier, Charlize Dench"
"523",161,"Clue Grail",6,"27.99","4.99","5.61","0.18","34","34.93","7","Kirk Jovovich, Rip Winslet, Spencer Peck, Liza Bergman, Gene Hopkins, Meryl Allen"
"523",411,"Heavenly Gun",5,"13.99","4.99","2.80","0.36","14","34.93","7","Johnny Lollobrigida, Kevin Bloom, Spencer Depp, Kevin Garland, Michael Bolger, Audrey Bailey"
"523",248,"Dozen Lion",6,"20.99","4.99","4.21","0.24","26","34.93","7","Natalie Hopkins, Cameron Wray, Jada Ryder, Ben Harris, Laura Brody, Kenneth Hoffman"
"523",695,"President Bang",6,"12.99","4.99","2.60","0.38","16","34.93","7","Julia Mcqueen, Cuba Allen, Lucille Dee, Debbie Akroyd, Audrey Bailey"
"523",2,"Ace Goldfinger",3,"12.99","4.99","2.60","0.38","8","34.93","7","Bob Fawcett, Minnie Zellweger, Sean Guiness, Chris Depp"
"537",187,"Cranes Reservoir",5,"12.99","2.99","4.34","0.23","22","32.89","11","Vivien Bergen, Reese Kilmer, Angelina Astaire, Charlize Dench, Laura Brody, Julia Zellweger"
"537",761,"Santa Paris",7,"23.99","2.99","8.02","0.12","57","32.89","11","Kenneth Paltrow, Scarlett Damon, Minnie Zellweger, Russell Temple, Olympia Pfeiffer, Michael Bolger"
"537",692,"Potluck Mixed",3,"10.99","2.99","3.68","0.27","12","32.89","11","Bette Nicholson, Scarlett Damon, Matthew Leigh, Kim Allen, Laurence Bullock, Gregory Gooding"
"537",337,"Frida Slipper",6,"11.99","2.99","4.01","0.25","25","32.89","11","Uma Wood, Jayne Neeson, Minnie Zellweger, Kenneth Torn, Renee Tracy"
"537",104,"Bugsy Song",4,"17.99","2.99","6.02","0.17","25","32.89","11","Woody Jolie, Kirsten Akroyd"
"537",729,"Rider Caddyshack",5,"28.99","2.99","9.70","0.10","49","32.89","11","Uma Wood, Anne Cronyn, Scarlett Damon, James Pitt, Whoopi Hurt, Ben Harris, William Hackman, Jeff Silverstone, Julia Zellweger"
"537",530,"Lord Arizona",5,"27.99","2.99","9.36","0.11","47","32.89","11","Christian Gable, Kirsten Paltrow, Groucho Sinatra, Sidney Crowe, Julianne Dench, Morgan Williams"
"537",700,"Prix Undefeated",4,"13.99","2.99","4.68","0.21","19","32.89","11","Kirsten Paltrow, Sissy Sobieski, Goldie Brody, Susan Davis, Sylvester Dern, Russell Bacall, Morgan Hopkins"
"545",738,"Rocketeer Mother",3,"27.99","0.99","28.27","0.04","85","32.67","33","Judy Dean, Tom Miranda, Chris Bridges, Renee Tracy, Warren Jackman, Meryl Allen, Jayne Silverstone"
"546",730,"Ridgemont Submarine",3,"28.99","0.99","29.28","0.03","88","31.68","32","Johnny Lollobrigida, Julianne Dench, Whoopi Hurt, Michael Bolger, Julia Fawcett"
"546",489,"Juggler Hardly",4,"14.99","0.99","15.14","0.07","61","31.68","32","Milla Peck, Penelope Pinkett, Cameron Zellweger, Penelope Monroe, Salma Nolte, Morgan Williams, Ewan Gooding, Meryl Gibson, Ed Guiness"
"546",382,"Grit Clockwork",3,"21.99","0.99","22.21","0.05","67","31.68","32","Cameron Zellweger, Kevin Garland, Geoffrey Heston"
"549",891,"Timberland Sky",3,"13.99","0.99","14.13","0.07","43","30.69","31","Gary Phoenix, Jude Cruise, Ben Harris, Christopher West"
"549",418,"Hobbit Alien",5,"27.99","0.99","28.27","0.04","142","30.69","31","Vivien Bergen, Elvis Marx, Dustin Tautou, Walter Torn, Warren Jackman, Daryl Crawford, Laura Brody, Reese West"
"549",753,"Rush Goodfellas",3,"20.99","0.99","21.20","0.05","64","30.69","31","Kirk Jovovich, Mae Hoffman, Sylvester Dern, Angela Witherspoon, Alan Dreyfuss"
"552",883,"Tequila Past",6,"17.99","4.99","3.61","0.28","22","29.94","6","Dan Torn, Nick Stallone, Chris Depp"
"552",102,"Bubble Grosse",4,"20.99","4.99","4.21","0.24","17","29.94","6","Vivien Basinger, Mena Hopper, Rock Dukakis"
"552",224,"Desperate Trainspotting",7,"29.99","4.99","6.01","0.17","43","29.94","6","Cary Mcconaughey, Renee Tracy, Morgan Williams, Renee Ball"
"552",884,"Terminator Club",5,"11.99","4.99","2.40","0.42","12","29.94","6","Liza Bergman, Humphrey Willis"
"552",769,"School Jacket",5,"21.99","4.99","4.41","0.23","23","29.94","6","Matthew Johansson, Dan Harris, Mary Tandy, Mae Hoffman, Chris Depp, Ed Guiness, Jayne Silverstone, Reese West"
"552",485,"Jersey Sassy",6,"16.99","4.99","3.40","0.29","21","29.94","6","Nick Wahlberg, Zero Cage, Val Bolger, Fay Kilmer, Walter Torn, Cate Mcqueen, Ed Mansfield, River Dean, John Suvari"
"552",340,"Frontier Cabin",6,"14.99","4.99","3.00","0.33","18","29.94","6","Johnny Lollobrigida, Rip Crawford, Fay Kilmer, Jude Cruise, Ben Willis, Harvey Hope"
"552",472,"Italian African",3,"24.99","4.99","5.01","0.20","16","29.94","6","Vivien Bergen, Audrey Bailey"
"552",372,"Graceland Dynamite",5,"26.99","4.99","5.41","0.18","28","29.94","6","Natalie Hopkins, Christian Neeson, Burt Posey, Sidney Crowe, Albert Johansson, Kenneth Hoffman"
"552",32,"Apocalypse Flamingos",6,"11.99","4.99","2.40","0.42","15","29.94","6","Mae Hoffman, Vivien Basinger, Oprah Kilmer, Will Wilson, Russell Close"
"552",405,"Haunted Antitrust",6,"13.99","4.99","2.80","0.36","17","29.94","6","Cameron Streep, Sean Williams, Fay Winslet, Alan Dreyfuss, William Hackman"
"563",726,"Reservoir Adaptation",7,"29.99","2.99","10.03","0.10","71","29.90","10","Christian Akroyd, Jessica Bailey, Jim Mostel, Morgan Hopkins, Scarlett Bening, Kim Allen, Jon Chase, Gene Mckellen"
"563",393,"Halloween Nuts",6,"19.99","2.99","6.69","0.15","41","29.90","10","Ed Chase, Audrey Olivier, Jude Cruise, Jayne Neeson, Groucho Sinatra, Sylvester Dern, Angela Witherspoon"
"563",837,"Stage World",4,"19.99","2.99","6.69","0.15","27","29.90","10","Walter Torn, Bela Walken"
"563",952,"Wagon Jaws",7,"17.99","2.99","6.02","0.17","43","29.90","10","Nick Stallone, Henry Berry, Spencer Peck, Harrison Bale, Richard Penn, Mary Keitel"
"563",537,"Lover Truman",3,"29.99","2.99","10.03","0.10","31","29.90","10","Vivien Bergen, Reese Kilmer, Christian Neeson, Milla Keitel, Mena Hopper, Lisa Monroe, Thora Temple"
"563",811,"Smile Earring",4,"29.99","2.99","10.03","0.10","41","29.90","10","Nick Wahlberg, Johnny Lollobrigida, Joe Swank, Anne Cronyn, Groucho Sinatra, Russell Temple, Ed Guiness, Jeff Silverstone"
"563",375,"Grail Frankenstein",4,"17.99","2.99","6.02","0.17","25","29.90","10","Johnny Lollobrigida, Jayne Neeson, Daryl Wahlberg, Greta Keitel, Al Garland"
"563",740,"Rollercoaster Bringing",5,"13.99","2.99","4.68","0.21","24","29.90","10","Harrison Bale, Cate Harris, Jon Chase"
"563",528,"Lolita World",4,"25.99","2.99","8.69","0.12","35","29.90","10","Uma Wood"
"563",29,"Antitrust Tomatoes",5,"11.99","2.99","4.01","0.25","21","29.90","10","Bette Nicholson, Uma Wood, Sidney Crowe, Salma Nolte, William Hackman, Renee Ball, Reese West"
"563",960,"Wars Pluto",5,"15.99","2.99","5.35","0.19","27","29.90","10","Mary Tandy, Minnie Zellweger, Ed Guiness, Burt Temple"
"563",522,"Life Twisted",4,"9.99","2.99","3.34","0.30","14","29.90","10","Christian Gable, Uma Wood, Minnie Zellweger, Daryl Wahlberg, Christopher West, Gene Mckellen, Matthew Carrey, Reese West"
"563",539,"Luck Opus",7,"21.99","2.99","7.35","0.14","52","29.90","10","Ed Chase, Susan Davis, Scarlett Bening, Jane Jackman, Geoffrey Heston, Matthew Carrey"
"563",368,"Gone Trouble",7,"20.99","2.99","7.02","0.14","50","29.90","10","Sissy Sobieski, Richard Penn, Emily Dee, Chris Depp, Groucho Williams"
"577",341,"Frost Head",5,"13.99","0.99","14.13","0.07","71","29.70","30","Ed Chase, Carmen Hunt, Ralph Cruz, Gene Hopkins, Cate Harris, Fay Winslet, Laurence Bullock"
"577",109,"Butterfly Chocolat",3,"17.99","0.99","18.17","0.06","55","29.70","30","Nick Stallone, Mena Temple, Kim Allen, Lisa Monroe, Ed Guiness, Burt Temple, Mary Keitel"
"577",748,"Rugrats Shakespeare",4,"16.99","0.99","17.16","0.06","69","29.70","30","Judy Dean, Gary Penn, Daryl Wahlberg, Morgan Hopkins, Kim Allen, Cuba Birch"
"577",285,"English Bulworth",3,"18.99","0.99","19.18","0.05","58","29.70","30","Mena Temple, Penelope Pinkett, Matthew Leigh, Jayne Nolte, Fay Wood"
"577",374,"Graffiti Love",3,"29.99","0.99","30.29","0.03","91","29.70","30","Johnny Cage, Christian Neeson, Kenneth Paltrow, Gary Penn, Sean Guiness, Audrey Bailey"
"582",595,"Moon Bunch",7,"20.99","0.99","21.20","0.05","149","28.71","29","Anne Cronyn"
"582",301,"Family Sweet",4,"24.99","0.99","25.24","0.04","101","28.71","29","Sandra Peck, Penelope Pinkett, Burt Posey, Groucho Sinatra, Daryl Wahlberg, Fay Wood, Kenneth Hoffman, Matthew Carrey, Debbie Akroyd"
"582",849,"Storm Happiness",6,"28.99","0.99","29.28","0.03","176","28.71","29","Christopher Berry, Gina Degeneres, Cate Harris, Ian Tandy, Kenneth Hoffman, Olympia Pfeiffer, Rock Dukakis, Gregory Gooding"
"582",875,"Talented Homicide",6,"9.99","0.99","10.09","0.10","61","28.71","29","Burt Dukakis, Nick Stallone, Minnie Zellweger, Jane Jackman, Jada Ryder"
"582",945,"Virginian Pluto",5,"22.99","0.99","23.22","0.04","117","28.71","29","Karl Berry, Sandra Peck, Cameron Wray, Jessica Bailey, Gene Willis, Penelope Cronyn, Albert Johansson, Thora Temple"
"582",873,"Sweethearts Suspects",3,"13.99","0.99","14.13","0.07","43","28.71","29","Joe Swank, Helen Voight, Julia Mcqueen, Ben Willis, Jayne Nolte"
"588",395,"Handicap Boondock",4,"28.99","0.99","29.28","0.03","118","27.72","28","Zero Cage, Gary Phoenix, Renee Tracy, Albert Nolte, Cate Harris, Al Garland, Mary Keitel"
"588",295,"Expendable Stallion",3,"14.99","0.99","15.14","0.07","46","27.72","28","Frances Day-Lewis, Dustin Tautou, Jayne Neeson, Fay Winslet"
"588",850,"Story Side",7,"27.99","0.99","28.27","0.04","198","27.72","28","Zero Cage, Angelina Astaire, Spencer Depp, Harvey Hope, Russell Close"
"588",358,"Gilmore Boiled",5,"29.99","0.99","30.29","0.03","152","27.72","28","Woody Hoffman, Mena Temple, Meg Hawke, Cate Harris, Mena Hopper, Burt Temple"
"588",951,"Voyage Legally",6,"28.99","0.99","29.28","0.03","176","27.72","28","Carmen Hunt, Jayne Neeson, Angela Hudson, Mary Tandy, Meg Hawke"
"593",30,"Anything Savannah",4,"27.99","2.99","9.36","0.11","38","26.91","9","Joe Swank, Christopher West, Lisa Monroe"
"593",208,"Dares Pluto",7,"16.99","2.99","5.68","0.18","40","26.91","9","Karl Berry, Bob Fawcett, Cameron Wray, Warren Nolte, Penelope Monroe, Greta Keitel, Meryl Gibson, Laura Brody, Will Wilson, Julia Zellweger"
"593",984,"Wonderful Drop",3,"20.99","2.99","7.02","0.14","22","26.91","9","Dustin Tautou, Susan Davis, Penelope Cronyn, Humphrey Willis"
"593",240,"Dolls Rage",7,"10.99","2.99","3.68","0.27","26","26.91","9","Cary Mcconaughey"
"593",264,"Dwarfs Alter",6,"13.99","2.99","4.68","0.21","29","26.91","9","Mary Keitel"
"593",188,"Crazy Home",7,"24.99","2.99","8.36","0.12","59","26.91","9","Sissy Sobieski, Woody Jolie, Meg Hawke, Russell Bacall, Morgan Mcdormand, Albert Nolte, Cate Harris, Russell Temple, Vivien Basinger, Harvey Hope, Will Wilson, Alan Dreyfuss, Gene Mckellen"
"593",582,"Miracle Virtual",3,"19.99","2.99","6.69","0.15","21","26.91","9","Fred Costner"
"593",815,"Snatchers Montezuma",4,"14.99","2.99","5.01","0.20","21","26.91","9","Joe Swank, Tim Hackman, Goldie Brody, Fay Kilmer, Spencer Depp, Kenneth Hoffman, Rock Dukakis, Bela Walken, Reese West"
"593",503,"Kramer Chocolate",3,"24.99","2.99","8.36","0.12","26","26.91","9","Johnny Lollobrigida, Bette Nicholson, Fred Costner, Julia Mcqueen, Reese Kilmer, Milla Keitel, Woody Jolie, Julianne Dench"
"593",983,"Won Dares",7,"18.99","2.99","6.35","0.16","45","26.91","9","Christian Gable, Kirsten Paltrow, Lisa Monroe, Russell Close, Julia Zellweger"
"593",550,"Maguire Apache",6,"22.99","2.99","7.69","0.13","47","26.91","9","Nick Wahlberg, Sean Williams, Renee Tracy, Alan Dreyfuss"
"593",230,"Diary Panic",7,"20.99","2.99","7.02","0.14","50","26.91","9","Jodie Degeneres, Mary Tandy, Mae Hoffman, Daryl Crawford"
"593",714,"Random Go",6,"29.99","2.99","10.03","0.10","61","26.91","9","Jennifer Davis, Lucille Tracy, Burt Dukakis, Reese Kilmer, Carmen Hunt, Jude Cruise, Angela Hudson, Spencer Depp, Harrison Bale, Harvey Hope, Nick Degeneres, Debbie Akroyd, Thora Temple"
"606",114,"Camelot Vacation",3,"26.99","0.99","27.26","0.04","82","26.73","27","Jude Cruise, Albert Nolte"
"606",870,"Swarm Gold",4,"12.99","0.99","13.12","0.08","53","26.73","27","Jessica Bailey, Burt Posey, Angelina Astaire, Woody Jolie, Spencer Peck, Matthew Carrey"
"606",206,"Dancing Fever",6,"25.99","0.99","26.25","0.04","158","26.73","27","Kenneth Torn, Matthew Leigh, Jane Jackman, Jayne Nolte, Laura Brody, Rock Dukakis"
"606",697,"Primary Glass",7,"16.99","0.99","17.16","0.06","121","26.73","27","Joe Swank, Kevin Bloom, Val Bolger, Mena Temple, Mary Tandy, Charlize Dench, Jayne Nolte"
"606",625,"None Spiking",3,"18.99","0.99","19.18","0.05","58","26.73","27","Woody Hoffman, Susan Davis, Kim Allen, Olympia Pfeiffer, Matthew Carrey, Renee Ball"
"606",367,"Goldmine Tycoon",6,"20.99","0.99","21.20","0.05","128","26.73","27","Sandra Kilmer, Mae Hoffman, Albert Nolte, Daryl Crawford, Geoffrey Heston, Humphrey Willis, John Suvari"
"606",531,"Lose Inch",3,"18.99","0.99","19.18","0.05","58","26.73","27","Lucille Tracy, Harrison Bale, Meryl Allen, Reese West"
"606",228,"Detective Vision",4,"16.99","0.99","17.16","0.06","69","26.73","27","Kenneth Torn, Angela Witherspoon, Julia Zellweger"
"606",200,"Curtain Videotape",7,"27.99","0.99","28.27","0.04","198","26.73","27","Joe Swank, Walter Torn, Ewan Gooding"
"606",525,"Loathing Legally",4,"29.99","0.99","30.29","0.03","122","26.73","27","Audrey Olivier, Gary Phoenix, Susan Davis, Morgan Hopkins, Greta Keitel"
"606",434,"Horror Reign",3,"25.99","0.99","26.25","0.04","79","26.73","27","Joe Swank, Nick Stallone, Mary Tandy, Christopher West, Kenneth Hoffman"
"617",901,"Tracy Cider",3,"29.99","0.99","30.29","0.03","91","25.74","26","Grace Mostel, Reese Kilmer, Sean Guiness"
"617",12,"Alaska Phantom",6,"22.99","0.99","23.22","0.04","140","25.74","26","Val Bolger, Burt Posey, Sidney Crowe, Sylvester Dern, Albert Johansson, Gene Mckellen, Jeff Silverstone"
"617",687,"Pocus Pulp",6,"15.99","0.99","16.15","0.06","97","25.74","26","Johnny Lollobrigida, Tom Miranda, Ralph Cruz, Groucho Dunst, River Dean"
"617",970,"Westward Seabiscuit",7,"11.99","0.99","12.11","0.08","85","25.74","26","Penelope Guiness, Vivien Bergen, Penelope Pinkett, Charlize Dench, Kevin Garland, Lucille Dee"
"617",890,"Tights Dawn",5,"14.99","0.99","15.14","0.07","76","25.74","26","Vivien Bergen, Tom Miranda, Morgan Hopkins, Ian Tandy, William Hackman"
"617",101,"Brotherhood Blanket",3,"26.99","0.99","27.26","0.04","82","25.74","26","Fred Costner, Frances Day-Lewis, Jude Cruise, Jayne Neeson, Daryl Crawford"
"617",303,"Fantasy Troopers",6,"27.99","0.99","28.27","0.04","170","25.74","26","Natalie Hopkins, Greg Chaplin, Sean Guiness, Ian Tandy, Greta Malden, Christopher West, Jon Chase, Bela Walken, Mary Keitel"
"624",459,"Informer Double",4,"23.99","4.99","4.81","0.21","20","24.95","5","Renee Tracy, Kevin Garland, Ian Tandy"
"624",781,"Seven Swarm",4,"15.99","4.99","3.20","0.31","13","24.95","5","Cameron Streep, Dan Harris, Cameron Wray, Angelina Astaire, Gina Degeneres, Ed Mansfield, Jayne Silverstone"
"624",310,"Fever Empire",5,"20.99","4.99","4.21","0.24","22","24.95","5","Helen Voight, Fay Winslet, Audrey Bailey"
"624",699,"Private Drop",7,"26.99","4.99","5.41","0.18","38","24.95","5","Nick Stallone, Kirsten Akroyd, Ellen Presley, Cameron Zellweger, Jon Chase"
